loss_mean,elevation,Country,IUCN RATING,over_20_pc_canopy_cover,Habitat_class,longitude
0,2087,china_styani,,1,Low,104
0.00201005,2693,china_styani,,1,Moderate,102
0,1877,Nepal,IUCN VI,1,Low,84
,4807,China_fulgens,,0,Low,97
0,2319,India,,1,Low,95
,1151,Nepal,,0,Moderate,88
9.28E-04,2462,Bhutan,,1,Moderate,92
0,3906,China_fulgens,,1,Low,96
0.018691589,4263,Bhutan,IUCN II,1,Low,90
,4273,Nepal,IUCN II,0,Moderate,85
,3791,China_fulgens,,0,Low,97
0.043419267,3496,China_fulgens,,1,Low,101
0.010416667,1249,Nepal,IUCN VI,1,Moderate,86
0,2517,China_fulgens,,1,Moderate,98
0.014423077,2609,China_fulgens,,1,Low,100
,3460,Bhutan,,0,Core,89
0.001960784,2994,Nepal,,1,Moderate,81
0,4359,China_fulgens,,1,Low,95
0,2746,Bhutan,,1,Core,91
0,3224,India,,1,Core,97
9.02E-04,2302,Burma,,1,Low,97
0.001803427,2029,china_styani,,1,Low,104
,3713,China_fulgens,,0,Low,98
,1407,India,,0,Moderate,91
0.027027027,2333,China_fulgens,,1,Low,100
0,1674,china_styani,,1,Moderate,103
0.005045409,1406,Bhutan,,1,Low,90
0.006311993,2141,china_styani,,1,Low,103
0,3290,China_fulgens,,1,Low,100
,4641,China_fulgens,,0,Low,94
,2215,China_fulgens,,0,Low,100
9.17E-04,1934,India,,1,Moderate,97
0,2874,Nepal,,1,Moderate,82
0,4040,China_fulgens,,1,Low,99
,3931,India,,0,Low,95
0,2743,India,,1,Moderate,97
,3384,India,,0,Low,96
0,3151,India,IUCN II,1,Core,88
0.00255102,2490,Burma,IUCN IV,1,Moderate,97
,3092,Nepal,,0,Low,82
0,2340,India,,1,Low,94
0,2124,Nepal,,1,Moderate,82
0.004789272,2373,Burma,,1,Moderate,99
0.018083183,2437,Burma,,1,Moderate,99
0,2060,china_styani,,1,Moderate,103
0,2767,Nepal,,1,Moderate,81
0.013824885,2032,Nepal,,1,Low,83
,4679,china_styani,,0,Moderate,102
0,2616,china_styani,,1,Moderate,103
0.001461988,3231,Nepal,IUCN VI,1,Low,83
,2802,India,,0,Low,96
0,3911,China_fulgens,,1,Low,101
,3553,China_fulgens,,0,Low,96
0.002162162,4174,Bhutan,IUCN II,1,Moderate,91
0,1772,India,,1,Moderate,95
,1964,china_styani,,0,Moderate,103
0,2771,china_styani,,1,Moderate,103
,2531,Burma,,0,Low,99
0,2252,India,,1,Core,93
,2701,Nepal,,0,Core,87
,2438,Nepal,IUCN VI,0,Moderate,86
,3320,Nepal,,0,Moderate,85
,3948,China_fulgens,,0,Low,97
0,3400,china_styani,,1,Low,102
9.02E-04,1297,Burma,IUCN IV,1,Moderate,97
,957,China_fulgens,,0,Low,95
0,2136,china_styani,,1,Moderate,103
0,2532,Nepal,,1,Moderate,81
0,2948,India,,1,Low,97
,3718,Nepal,,0,Moderate,82
0.060988433,2936,Nepal,,1,Moderate,82
,4166,China_fulgens,,0,Low,100
0,2521,India,,1,Low,96
0.293375394,3179,china_styani,,1,Moderate,103
,3873,Nepal,,0,Low,83
0.079518072,3110,China_fulgens,,1,Core,101
0,1989,Burma,,1,Moderate,98
,3789,India,,0,Low,94
0,2993,India,,1,Core,93
,1970,China_fulgens,,0,Low,98
,2851,Nepal,,0,Moderate,83
0,1696,India,,1,Low,96
,2756,India,,0,Low,96
0,3159,India,,1,Low,94
,746,china_styani,,0,Low,104
,4636,China_fulgens,,0,Low,95
,2370,China_fulgens,,0,Core,85
,3970,china_styani,,0,Low,103
0.00270514,1519,china_styani,,1,Low,103
9.47E-04,2358,India,,1,Low,92
,2675,china_styani,,0,Low,104
0.006323397,2315,Bhutan,,1,Low,92
0.001149425,2839,China_fulgens,,1,Moderate,99
0,2806,India,,1,Low,94
0,1679,India,,1,Low,94
,2439,china_styani,,0,Moderate,102
0,3906,India,,1,Low,93
,4344,China_fulgens,,0,Low,96
,2017,Nepal,,0,Moderate,81
,1867,China_fulgens,,0,Low,99
0,3305,China_fulgens,,1,Low,100
,4705,China_fulgens,,0,Low,94
,2778,China_fulgens,,0,Low,96
0.005045409,320,India,,1,Low,92
,3825,China_fulgens,,0,Low,97
0,1926,Burma,IUCN II,1,Core,98
,2023,Nepal,IUCN VI,0,Core,86
0,3145,China_fulgens,,1,Low,99
0,3817,China_fulgens,,1,Moderate,100
0.039675383,2004,china_styani,,1,Low,103
,2377,China_fulgens,,0,Low,100
0,3123,Nepal,IUCN VI,1,Core,86
0.01719457,1933,china_styani,,1,Moderate,103
0.009250694,1346,china_styani,,1,Low,103
0,1990,china_styani,,1,Low,103
0,1522,china_styani,,1,Low,103
0,2840,Nepal,,1,Moderate,84
9.02E-04,2204,china_styani,,1,Low,104
0,2665,India,,1,Low,96
,4281,China_fulgens,,0,Moderate,94
,3681,China_fulgens,,0,Low,97
9.31E-04,1638,china_styani,,1,Core,103
0,2843,Bhutan,,1,Moderate,89
0.008253095,1301,china_styani,,1,Low,104
,2490,China_fulgens,,0,Low,100
0.058116232,2278,China_fulgens,,1,Low,99
0,2898,India,,1,Moderate,97
,3140,China_fulgens,,0,Low,101
0,2021,china_styani,,1,LowModerate,103
,2012,Nepal,,0,Moderate,86
,2950,China_fulgens,,0,Low,100
0.006357856,2818,china_styani,,1,Core,103
,4369,China_fulgens,,0,Low,97
,3951,China_fulgens,,0,Low,97
,3758,China_fulgens,,0,Moderate,98
,3834,Nepal,,0,Core,82
0,2022,China_fulgens,,1,Low,99
0,3322,Nepal,,1,Low,83
,3593,India,,0,Moderate,95
0.011201629,2619,China_fulgens,,1,Moderate,95
0.00543971,1359,India,,1,Low,93
,3732,India,,0,Low,94
0.002074689,3692,China_fulgens,,1,Low,96
,1474,India,,0,Low,92
,1949,Nepal,,0,Moderate,84
,3620,India,IUCN II,0,Moderate,88
0,2054,India,,1,Moderate,93
,3654,China_fulgens,,0,Low,97
,4804,China_fulgens,,0,Low,97
,4374,China_fulgens,,0,Low,93
0,1629,Burma,IUCN IV,1,Moderate,97
0.002710027,1677,China_fulgens,,1,Low,95
0,2602,china_styani,,1,Moderate,103
0,2420,Nepal,,1,Low,83
0,3124,India,,1,Low,96
,2258,china_styani,,0,Moderate,102
,3937,China_fulgens,,0,Low,96
0,2418,china_styani,,1,Low,102
0.042424242,3122,china_styani,,1,Low,103
,4559,China_fulgens,,0,Low,94
0.002638522,2921,China_fulgens,,1,Low,101
,1517,,,0,Low,99
0,2253,India,,1,Low,97
0,3298,china_styani,,1,Moderate,102
0,2743,China_fulgens,,1,Low,96
0,3787,China_fulgens,,1,Moderate,100
,3387,china_styani,,0,Moderate,102
0,3884,china_styani,,1,Core,103
0,3112,Bhutan,IUCN IV,1,Core,91
0,1882,Nepal,,1,Moderate,81
,3692,China_fulgens,,0,Moderate,100
0,2961,Nepal,IUCN VI,1,Core,88
0.002758621,3898,China_fulgens,,1,Low,87
0,2573,Burma,,1,Moderate,99
0,3614,China_fulgens,,1,Low,99
0,2234,China_fulgens,,1,Moderate,98
0,3174,Bhutan,,1,Core,91
0,3352,China_fulgens,,1,Low,99
0,3168,India,,1,Moderate,97
0.193359375,943,India,,1,Moderate,91
0,2536,Bhutan,,1,Low,90
,3365,China_fulgens,,0,Low,99
,3699,China_fulgens,,0,Low,95
0.077948718,1420,India,,1,Low,91
0,4282,China_fulgens,,1,Low,98
0,3477,China_fulgens,,1,Low,98
,2859,India,,0,Core,92
,3258,china_styani,,0,Moderate,103
0.166994106,2036,china_styani,,1,Low,104
,3445,China_fulgens,,0,Moderate,99
0,2921,china_styani,,1,Low,102
0,2990,Burma,IUCN II,1,Moderate,98
,3806,Nepal,IUCN VI,0,Core,87
0.003787879,2256,China_fulgens,,1,Low,100
,3453,China_fulgens,,0,Moderate,99
0,1962,China_fulgens,,1,Low,95
0.023696682,2248,china_styani,,1,Moderate,103
0,2588,China_fulgens,,1,Low,99
,3476,Nepal,IUCN VI,0,Moderate,83
0,3363,Burma,IUCN II,1,Moderate,98
,2918,China_fulgens,,0,Low,101
0,2657,India,,1,Core,94
,3526,India,IUCN II,0,Moderate,88
0,3779,Nepal,IUCN VI,1,Moderate,86
0.051233397,1308,china_styani,,1,Low,104
0,3193,China_fulgens,,1,Moderate,99
0,4243,china_styani,,1,Moderate,103
0,1947,Nepal,IUCN VI,1,Low,84
,3466,India,,0,Low,96
,3747,India,,0,Low,97
,2142,Nepal,,0,Moderate,85
0,3541,China_fulgens,,1,Low,98
0,2622,Bhutan,,1,Moderate,89
0.064593301,3559,China_fulgens,,1,Moderate,100
0.018163471,3270,China_fulgens,,1,Low,100
0.024255788,2587,Bhutan,,1,Moderate,89
,3339,Burma,,0,Core,98
9.12E-04,2228,China_fulgens,,1,Moderate,98
,4591,India,,0,Low,93
,2952,China_fulgens,,0,Low,95
,2818,China_fulgens,,0,Moderate,101
,4307,china_styani,,0,Low,102
0.002967359,2150,Nepal,,1,Moderate,87
,3112,India,,0,Moderate,92
0.033755274,1496,china_styani,,1,Low,103
0,3969,China_fulgens,,1,Low,94
0,2583,India,,1,Low,94
0.437142857,1558,China_fulgens,,1,Moderate,98
0.002016129,2596,Nepal,,1,Moderate,83
0,1923,china_styani,,1,Moderate,103
,4685,China_fulgens,,0,Moderate,94
,3685,India,,0,Core,96
,1976,China_fulgens,,0,Moderate,100
,4010,china_styani,,0,Moderate,102
,1892,China_fulgens,,0,Low,99
,5089,China_fulgens,,0,Low,97
0.007239819,1249,china_styani,,1,Low,104
,3981,Burma,IUCN II,0,Moderate,98
,4088,China_fulgens,,0,Low,98
,1987,China_fulgens,,0,Low,100
0.003846154,2528,China_fulgens,,1,Moderate,95
,3299,China_fulgens,,0,Low,97
0,2578,Bhutan,IUCN II,1,Moderate,91
0,3616,Bhutan,,1,Core,91
0,2726,Nepal,,1,Moderate,81
0.209253417,1219,India,,1,Moderate,91
,3537,India,,0,Core,94
,4115,China_fulgens,,0,Low,98
0.067125645,3110,china_styani,,1,Moderate,102
0,3292,China_fulgens,,1,Moderate,99
0,2118,Burma,IUCN IV,1,Moderate,98
0.003108808,3143,china_styani,,1,Low,102
0,1813,Nepal,,1,Moderate,88
0,2464,India,,1,Moderate,93
,2446,china_styani,,0,Low,104
,3113,Bhutan,,0,Moderate,89
,3664,China_fulgens,,0,Low,97
0.01686747,3261,china_styani,,1,Moderate,102
,1755,,,0,Low,98
,3102,China_fulgens,,0,Low,100
0,3126,china_styani,,1,Low,104
,2512,China_fulgens,,0,Low,100
0,2047,Burma,,1,Core,98
9.03E-04,1665,Burma,,1,Moderate,98
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
